name,stats_total,weakness,individual_stats,types
steelix,510,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1.0, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 2}","[75, 85, 200, 55, 65, 30]","['steel', 'ground']"
snubbull,300,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[60, 80, 50, 40, 40, 30]",['fairy']
granbull,450,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 2, 'steel': 0.5, 'fairy': 1}","[90, 120, 75, 60, 60, 45]",['fairy']
qwilfish,440,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 1.0, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 0.5, 'dragon': 0.5, 'dark': 1, 'steel': 0, 'fairy': 2}","[65, 95, 85, 55, 55, 85]","['water', 'poison']"
scizor,500,"{'normal': 1, 'fire': 0.25, 'water': 0.5, 'electric': 0.5, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 1.0}","[70, 130, 100, 55, 80, 65]","['bug', 'steel']"
shuckle,505,"{'normal': 1, 'fire': 1.0, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.25, 'poison': 0.5, 'ground': 0.5, 'flying': 1.0, 'psychic': 2, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[20, 10, 230, 10, 230, 5]","['bug', 'rock']"
heracross,500,"{'normal': 2, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 0.25, 'ground': 1, 'flying': 0.25, 'psychic': 1.0, 'bug': 0.5, 'rock': 2, 'ghost': 0.0, 'dragon': 1, 'dark': 4, 'steel': 1.0, 'fairy': 0.25}","[80, 125, 75, 40, 95, 85]","['bug', 'fighting']"
sneasel,430,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 0.5, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 2, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[55, 95, 55, 35, 75, 115]","['dark', 'ice']"
teddiursa,330,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 80, 50, 50, 50, 40]",['normal']
ursaring,500,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[90, 130, 75, 75, 75, 55]",['normal']
slugma,250,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[40, 40, 40, 70, 40, 20]",['fire']
magcargo,430,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 4, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 4, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[60, 50, 120, 90, 80, 30]","['fire', 'rock']"
swinub,250,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[50, 50, 40, 30, 30, 50]","['ice', 'ground']"
piloswine,450,"{'normal': 1, 'fire': 1.0, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 0.5, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[100, 100, 80, 60, 60, 50]","['ice', 'ground']"
corsola,410,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1.0, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[65, 55, 95, 65, 95, 35]","['water', 'rock']"
remoraid,300,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[35, 65, 35, 65, 35, 65]",['water']
octillery,480,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[75, 105, 75, 105, 75, 45]",['water']
delibird,330,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 4, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[45, 55, 45, 65, 45, 75]","['ice', 'flying']"
mantine,485,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[85, 40, 70, 80, 140, 70]","['water', 'flying']"
skarmory,465,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.25, 'grass': 2, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 2}","[65, 80, 140, 40, 70, 70]","['steel', 'flying']"
houndour,330,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 2, 'fairy': 0.5}","[45, 60, 30, 80, 50, 65]","['dark', 'fire']"
houndoom,500,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 2, 'fairy': 0.5}","[75, 90, 50, 110, 80, 95]","['dark', 'fire']"
kingdra,540,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1.0, 'dark': 1, 'steel': 0.5, 'fairy': 0}","[75, 95, 95, 95, 95, 85]","['water', 'dragon']"
phanpy,330,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[90, 60, 60, 40, 40, 40]",['ground']
donphan,500,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 1, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","[90, 120, 120, 60, 60, 50]",['ground']
porygon2,515,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[85, 80, 90, 105, 95, 60]",['normal']
stantler,465,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[73, 95, 62, 85, 65, 85]",['normal']
smeargle,250,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[55, 20, 35, 20, 45, 75]",['normal']
tyrogue,210,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[35, 35, 35, 35, 35, 35]",['fighting']
hitmontop,455,"{'normal': 2, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 0.5}","[50, 95, 95, 35, 110, 70]",['fighting']
smoochum,305,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 0.5, 'fighting': 2, 'poison': 2, 'ground': 2, 'flying': 2, 'psychic': 0.5, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[45, 30, 15, 85, 65, 65]","['ice', 'psychic']"
elekid,360,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[45, 63, 37, 65, 55, 95]",['electric']
magby,365,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[45, 75, 37, 70, 55, 83]",['fire']
miltank,490,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[95, 80, 105, 40, 70, 100]",['normal']
blissey,540,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[255, 10, 10, 75, 135, 55]",['normal']
raikou,580,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0.5, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 0, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[90, 85, 75, 115, 100, 115]",['electric']
entei,580,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[115, 115, 85, 90, 75, 100]",['fire']
suicune,580,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[100, 75, 115, 90, 115, 85]",['water']
larvitar,300,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[50, 64, 50, 45, 50, 41]","['rock', 'ground']"
pupitar,410,"{'normal': 1, 'fire': 4, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 0, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[70, 84, 70, 65, 70, 51]","['rock', 'ground']"
tyranitar,600,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 2, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[100, 134, 110, 95, 100, 61]","['rock', 'dark']"
lugia,680,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 4, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[106, 90, 130, 90, 154, 110]","['psychic', 'flying']"
ho-oh,680,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 0.5, 'grass': 4, 'ice': 2, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 4, 'rock': 0.25, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1.0, 'fairy': 1}","[106, 130, 90, 110, 154, 90]","['fire', 'flying']"
celebi,600,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 2, 'poison': 1.0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 0, 'steel': 0.25, 'fairy': 1}","[100, 100, 100, 100, 100, 100]","['psychic', 'grass']"
treecko,310,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[40, 45, 35, 65, 55, 70]",['grass']
grovyle,405,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[50, 65, 45, 85, 65, 95]",['grass']
sceptile,530,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[70, 85, 65, 105, 85, 120]",['grass']
torchic,310,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.5, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[45, 60, 40, 70, 50, 45]",['fire']
combusken,405,"{'normal': 2, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 4, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 1.0, 'rock': 1.0, 'ghost': 0, 'dragon': 0.5, 'dark': 2, 'steel': 4, 'fairy': 0.5}","[60, 85, 60, 85, 60, 55]","['fire', 'fighting']"
blaziken,530,"{'normal': 2, 'fire': 0.5, 'water': 0.5, 'electric': 1, 'grass': 2, 'ice': 4, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 0.5, 'bug': 1.0, 'rock': 1.0, 'ghost': 0, 'dragon': 0.5, 'dark': 2, 'steel': 4, 'fairy': 0.5}","[80, 120, 70, 110, 70, 80]","['fire', 'fighting']"
mudkip,310,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 1, 'fairy': 1}","[50, 70, 50, 50, 50, 40]",['water']
marshtomp,405,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 2, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[70, 85, 70, 60, 70, 50]","['water', 'ground']"
swampert,535,"{'normal': 1, 'fire': 4, 'water': 0.5, 'electric': 2, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 2, 'ground': 2, 'flying': 0, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 2, 'fairy': 1}","[100, 110, 90, 85, 90, 60]","['water', 'ground']"
poochyena,220,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 0.5}","[35, 55, 35, 30, 30, 35]",['dark']
mightyena,420,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 0.5}","[70, 90, 70, 60, 60, 70]",['dark']
zigzagoon,240,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[38, 30, 41, 30, 41, 60]",['normal']
linoone,420,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[78, 70, 61, 50, 61, 100]",['normal']
wurmple,195,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[45, 45, 35, 20, 30, 20]",['bug']
silcoon,205,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[50, 35, 55, 25, 25, 15]",['bug']
beautifly,395,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 0.5, 'grass': 4, 'ice': 1, 'fighting': 1.0, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 2, 'rock': 0.5, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.25, 'fairy': 0.5}","[60, 70, 50, 100, 50, 65]","['bug', 'flying']"
cascoon,205,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 1, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 0.5}","[50, 35, 55, 25, 25, 15]",['bug']
dustox,385,"{'normal': 1, 'fire': 0.5, 'water': 1, 'electric': 1, 'grass': 4, 'ice': 1, 'fighting': 0.5, 'poison': 0.25, 'ground': 0.5, 'flying': 0.5, 'psychic': 2, 'bug': 1, 'rock': 0.5, 'ghost': 0.25, 'dragon': 1, 'dark': 2, 'steel': 0.0, 'fairy': 1.0}","[60, 50, 70, 50, 90, 65]","['bug', 'poison']"
lotad,220,"{'normal': 1, 'fire': 1.0, 'water': 1.0, 'electric': 1, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 4, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[40, 30, 30, 40, 50, 30]","['water', 'grass']"
lombre,340,"{'normal': 1, 'fire': 1.0, 'water': 1.0, 'electric': 1, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 4, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[60, 50, 50, 60, 70, 50]","['water', 'grass']"
ludicolo,480,"{'normal': 1, 'fire': 1.0, 'water': 1.0, 'electric': 1, 'grass': 0.25, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 4, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 0.25, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[80, 70, 70, 90, 100, 70]","['water', 'grass']"
seedot,220,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 1, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[40, 40, 50, 30, 30, 30]",['grass']
nuzleaf,340,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[70, 70, 40, 60, 40, 60]","['grass', 'dark']"
shiftry,480,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 2, 'bug': 0.5, 'rock': 2, 'ghost': 2, 'dragon': 0.5, 'dark': 0.5, 'steel': 0.5, 'fairy': 0.5}","[90, 100, 60, 90, 60, 80]","['grass', 'dark']"
taillow,270,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[40, 55, 30, 30, 30, 85]","['normal', 'flying']"
swellow,455,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 2, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 0.25, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 0.25, 'fairy': 1}","[60, 85, 60, 75, 50, 125]","['normal', 'flying']"
wingull,270,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 1.0, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 2, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 1}","[40, 30, 30, 55, 30, 85]","['water', 'flying']"
